total_notes,duration,pitch_range,pitch_mean,pitch_std,pitch_class_entropy,interval_mean,stepwise_ratio,leap_ratio,unique_durations,duration_std,note_density,contour_change_rate,repetition_ratio,chord_change_rate,chord_change_std,avg_chord_size,avg_vertical_range,chord_pc_entropy,tonic_dominant_ratio,cadence_rate,key_change_rate,modulation_mean,sectional_repetition_ratio,sectional_similarity_mean,piece_id,composer,title,popularity
485,102.0,49,68.35463917525773,11.89581165110413,0.7665047512052218,3.8024948024948024,0.48440748440748443,0.35135135135135137,16,0.43752578765027433,4.754901960784314,0.6123711340206186,0.11662531017369727,3.0588235294117645,18.396028881966977,2.0302287581699345,12.395424836601306,0.06705251858944786,0.3258785942492013,0.01282051282051282,0.4444444444444444,1.3333333333333333,1.0,0.9572758110362949,dvorak-dvorak_trio_op26,dvorak,dvorak trio op26,38
8570,1956.0,80,60.2026837806301,12.262422821462872,0.9509704063491107,4.8080336291452594,0.4334423166744512,0.40530126109294723,21,0.6712221629549328,4.381390593047035,0.5018669778296383,0.08016376122556788,2.766871165644172,287.5298414114497,2.998807089297887,25.99267211997273,0.008227388107654374,0.30482172547570663,0.032520325203252036,0.8120300751879699,2.6766917293233083,0.9477611940298507,0.9318794836122706,rachmaninov-rach3,rachmaninov,rach3,44
486,266.0,64,58.29218106995885,13.058828848837424,0.8592248825179526,4.020703933747412,0.45962732919254656,0.32091097308488614,11,0.4027344909656954,1.8270676691729324,0.5802469135802469,0.29745042492917845,2.800751879699248,47.07908773321882,2.0166040100250626,4.31234335839599,0.03662681826051126,0.29222520107238603,0.013422818791946308,0.6666666666666666,2.111111111111111,0.9,0.9297239970386563,dvorak-gypsy_songs_op55_no1_5,dvorak,gypsy songs op55 no1 5,59
8952,1125.0,75,64.02435210008936,17.553762768584313,0.8587529518151196,2.6574146614437604,0.6458869613878008,0.20548405148293228,19,0.49635099237419966,7.957333333333334,0.4253798033958892,0.5599121706398996,2.2311111111111113,229.0539208821748,4.995777777777778,54.97348148148148,0.00729487735941519,0.4743130227001195,0.11952191235059761,0.5899280575539568,2.129496402877698,0.9857142857142858,0.9746347901668982,dvorak-dvorak_slavonic_dance_n8,dvorak,dvorak slavonic dance n8,40
1955,482.0,78,64.58567774936061,16.652483884930255,0.919392815368674,4.12711430035879,0.5033316248077909,0.37826755509994875,6,0.2913019991646503,4.056016597510373,0.6429667519181586,0.2103766879886283,2.54149377593361,138.59032353587236,2.9961964038727524,8.113243430152144,0.011381845365283102,0.3637846655791191,0.07183673469387755,0.6333333333333333,2.3333333333333335,0.8387096774193549,0.913206886736769,dvorak-slavonic_dances_no5_in_a_op46,dvorak,slavonic dances no5 in a op46,39
814,577.0,67,75.31818181818181,10.83004061469665,0.964326168128011,3.4895448954489545,0.7035670356703567,0.22632226322263221,13,0.2843519954775631,1.4107452339688042,0.4950859950859951,0.33030852994555354,1.8578856152513,102.95181259621357,3.9883015597920277,20.904823801270943,0.017968743816877946,0.18266542404473438,0.0046641791044776115,0.9166666666666666,2.6666666666666665,0.7692307692307693,0.880007788411724,liszt-bagatelle_without_tonality,liszt,bagatelle without tonality,22
3426,447.0,67,62.33566841798015,13.92014746670066,0.9671381991764707,4.140721196130167,0.44268542949281736,0.3562005277044855,17,0.7410260353222055,7.6644295302013425,0.5691768826619965,0.06448568732305757,3.5413870246085013,71.86044545498872,1.0199478001491424,12.265846383296047,0.025368754319800894,0.3838383838383838,0.05811749842072015,0.6415094339622641,2.4150943396226414,0.8888888888888888,0.9104995016024288,dvorak-dvorak_symphony_op70_n7_2mov,dvorak,dvorak symphony op70 n7 2mov,45
8800,1387.0,77,64.55329545454545,16.72230627838391,0.9142769080387717,2.6623006833712983,0.6835990888382688,0.21355353075170844,12,0.5984413747763611,6.344628695025234,0.4028409090909091,0.6416590423909728,2.1730353280461427,271.4521900735496,2.9988584474885847,10.062605142994473,0.007430326767177286,0.28490878938640135,0.02023888520238885,0.49635036496350365,1.781021897810219,0.9927536231884058,0.9701150356272314,tchaikovsky-tchaikovsky_lake_of_the_swans_act_1_5mov,tchaikovsky,tchaikovsky lake of the swans act 1 5mov,72
187,309.0,60,55.283422459893046,13.397154771283692,0.8543174716238856,9.816216216216215,0.22162162162162163,0.6864864864864865,9,0.5703265827727064,0.6051779935275081,0.5133689839572193,0.33088235294117646,2.6666666666666665,52.27158882999106,1.0258899676375404,0.1752966558791801,0.03462520990948598,0.1903030303030303,0.013349514563106795,0.8888888888888888,3.6666666666666665,0.4,0.8539807670705999,liszt-liszt_paganini_etude_n2,liszt,liszt paganini etude n2,41
770,455.5,67,78.12727272727273,13.756829597066115,0.7547364185746739,11.286458333333334,0.20182291666666666,0.7317708333333334,3,0.08132123248813884,1.690450054884742,0.6974025974025974,0.18592964824120603,3.3962678375411635,78.61920028672861,2.994877424076107,19.00933040614709,0.023959363763198436,0.46770025839793283,0.021331609566903685,0.6363636363636364,2.090909090909091,0.9166666666666666,0.9546171450549102,liszt-liszt_paganini_etude_n3,liszt,liszt paganini etude n3,53
